Address,Grades,School_ID,ALD_15,Grade_Cat,:created_at,:id,:updated_at,:version,Short_Name,Longitude,Latitude,the_geom,GeoNetwork,WARD_15,Phone,Network,COMMAREA,Governance,Zip
1301 W 14th St,"9, 10, 11, 12",400091,Daniel S. Solis,HS,2015-12-02T17:40:19.962Z,row-vuni-m93b.xsee,2015-12-02T17:40:19.962Z,rv-ezcr.fsk3_6c9p,CHICAGO TECH HS,-87.659095,41.863301,POINT (-87.65909480337044 41.863301409019805),6,25,1(773)534-7755,Contract,NEAR WEST SIDE,Contract,60608
13300 S Langley Ave,"K, 1, 2, 3, 4, 5, 6",400092,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-igqs_ibkp~yczd,2015-12-02T17:40:19.962Z,rv-qzzu-kmrn_jerf,CICS - BOND,-87.605039,41.653663,POINT (-87.60503910220879 41.65366345036196),13,9,1(773)468-1300,Charter,RIVERDALE,Charter,60827
8255 S Houston Ave,"9, 10, 11, 12",400094,Natashia Holmes,HS,2015-12-02T17:40:19.962Z,row-fzrx-wd62~32hm,2015-12-02T17:40:19.962Z,rv-aimi_ucrd.a8w2,EPIC HS,-87.550222,41.744849,POINT (-87.55022236991735 41.74484910612846),12,7,1(773)535-7930,Charter,SOUTH CHICAGO,Charter,60617
1424 N Cleaver St,"K, 1, 2, 3, 4, 5, 6, 7, 8",400096,Bob Fioretti,ES,2015-12-02T17:40:19.962Z,row-rmfu-qty2-rjad,2015-12-02T17:40:19.962Z,rv-tsai.gsq4-r2fi,ROWE,-87.664072,41.907797,POINT (-87.66407246832698 41.907797179027376),6,2,1(312)445-5870,Charter,WEST TOWN,Charter,60642
2040 W Adams St,"9, 10, 11, 12",400097,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-jjxa.s33t-9yja,2015-12-02T17:40:19.962Z,rv-mdxa~7bmd~d2jh,NOBLE - BULLS HS,-87.678195,41.878809,POINT (-87.67819526008122 41.878808809017706),6,27,1(773)534-7599,Charter,NEAR WEST SIDE,Charter,60612
1 N State St,"9, 10, 11, 12",400098,Brendan M. Reilly,HS,2015-12-02T17:40:19.962Z,row-25ae.cabf~zgte,2015-12-02T17:40:19.962Z,rv-7s4v.2y8z-785x,NOBLE - MUCHIN HS,-87.626338,41.88274,POINT (-87.62633828257064 41.88274025832787),6,42,1(312)445-4680,Charter,LOOP,Charter,60602
2744 W Pershing Rd,"K, 1, 2, 3, 4, 5, 6, 7, 8",400101,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-nwgk~swmh~spti,2015-12-02T17:40:19.962Z,rv-4pca~nz2e_7eqg,UNO - CISNEROS,-87.693996,41.822884,POINT (-87.69399616165612 41.822883741644326),8,12,1(312)376-8830,Charter,BRIGHTON PARK,Charter,60632
1326 W 14th Pl,"9, 10, 11, 12",400102,Daniel S. Solis,HS,2015-12-02T17:40:19.962Z,row-jhtg_r5sg~yhbn,2015-12-02T17:40:19.962Z,rv-gj6r-58iw_agyq,URBAN PREP - WEST HS,-87.660107,41.86254,POINT (-87.66010654013976 41.86254001981981),6,25,1(773)534-8860,Charter,NEAR WEST SIDE,Charter,60608
2520 S Western Ave,"9, 10, 11, 12",400104,Daniel S. Solis,HS,2015-12-02T17:40:19.962Z,row-ct48.bt4k_j35h,2015-12-02T17:40:19.962Z,rv-m3a4.3vue~rrjp,INSTITUTO - HEALTH,-87.68724,41.845967,POINT (-87.68724015856932 41.84596658877017),7,25,1(773)890-8020,Charter,LOWER WEST SIDE,Charter,60608
521 E 35th St,"9, 10, 11, 12",400105,"William ""Will"" D. Burns",HS,2015-12-02T17:40:19.962Z,row-a2k4~5gu8.zbcd,2015-12-02T17:40:19.962Z,rv-37wi-bg3d-m8ks,URBAN PREP - BRONZEVILLE HS,-87.613629,41.831118,POINT (-87.613628647448 41.831117531269),9,4,1(773)495-0870,Charter,DOUGLAS,Charter,60616
6350 S Stewart Ave,"9, 10, 11, 12",400106,Willie B. Cochran,HS,2015-12-02T17:40:19.962Z,row-zdiz~hhi9_yhss,2015-12-02T17:40:19.962Z,rv-s2tg-z23w-tum7,NOBLE - JOHNSON HS,-87.635117,41.778369,POINT (-87.6351166981325 41.77836949898964),11,20,1(312)348-1888,Charter,ENGLEWOOD,Charter,60621
8914 S Buffalo Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",400107,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-2rbq_njti.wbsu,2015-12-02T17:40:19.962Z,rv-jjjh~y4d4_es8i,LEARN - SOUTH CHICAGO,-87.54558,41.733333,POINT (-87.54557989246669 41.73333313318215),12,10,1(773)722-8577,Charter,SOUTH CHICAGO,Charter,60617
801 E 133rd Pl,"7, 8, 9, 10, 11, 12",400108,Anthony A. Beale,HS,2015-12-02T17:40:19.962Z,row-i2ym_9qux_xrvz,2015-12-02T17:40:19.962Z,rv-jucs-6aes.y5mr,CICS - HAWKINS HS,-87.601873,41.653141,POINT (-87.60187328367599 41.65314105764562),13,9,1(773)264-0505,Charter,RIVERDALE,Charter,60827
1549 W 95th St,"9, 10, 11, 12",400109,"Howard B. Brookins, Jr.",HS,2015-12-02T17:40:19.962Z,row-m5vv.pmrd_whqa,2015-12-02T17:40:19.962Z,rv-2ncb-5rh5-ci6m,PROLOGUE - JOHNSTON HS,-87.662416,41.721136,POINT (-87.66147456601267 41.721126192631715),11,21,1(773)341-2260,Options,WASHINGTON HEIGHTS,Charter,60643
1700 W 83rd St,"K, 1, 2, 3, 4, 5, 6, 7",400111,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-egfy.qdqf-ts6i,2015-12-02T17:40:19.962Z,rv-du2z_fhd2-8696,LEARN - PERKINS,-87.665721,41.743122,POINT (-87.66572105500364 41.74312177047781),11,21,1(773)722-0200,Charter,AUBURN GRESHAM,Charter,60620
5050 S Homan Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",400112,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-fkxj_w9di~w4m7,2015-12-02T17:40:19.962Z,rv-2e8i_ssdf~jvfr,UNO - SOCCER ELEM,-87.708797,41.801042,POINT (-87.70879678374058 41.8010424143053),8,14,1(312)455-5450,Charter,GAGE PARK,Charter,60632
1443 N Ogden Ave,"6, 7, 8, 9, 10, 11, 12",400113,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-wi2c_krm2-pzgf,2015-12-02T17:40:19.962Z,rv-w64b~99iy~94ru,CICS - CHICAGOQUEST HS,-87.645561,41.907797,POINT (-87.64556149922792 41.90779679597639),4,27,1(773)565-2100,Charter,NEAR NORTH SIDE,Charter,60610
2510 W Cortez St,"K, 1, 2, 3, 4, 5, 6, 7, 8",400114,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-zxun-t6u5-6frb,2015-12-02T17:40:19.962Z,rv-9pcj~u89w~2myu,UNO - SANTIAGO,-87.689896,41.900344,POINT (-87.68989562534732 41.90034363535655),5,1,1(312)455-5410,Charter,WEST TOWN,Charter,60622
6727 S California Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",400115,Latasha R. Thomas,ES,2015-12-02T17:40:19.962Z,row-zrtc-5xug.dddp,2015-12-02T17:40:19.962Z,rv-jra8_m74w-nkby,CATALYST - MARIA,-87.693075,41.770992,POINT (-87.69307532227394 41.770991719098475),10,17,1(773)993-1770,Charter,CHICAGO LAWN,Charter,60629
6550 S Seeley Ave,"K, 1, 2, 3, 4, 5",400116,JoAnn Thompson,ES,2015-12-02T17:40:19.962Z,row-a3wy.tvuk.hfbq,2015-12-02T17:40:19.962Z,rv-m958-ea4n-6d7q,MONTESSORI ENGLEWOOD,-87.676147,41.774572,POINT (-87.67614672702379 41.77457160262817),11,16,1(773)306-1759,Charter,WEST ENGLEWOOD,Charter,60636
8748 S Aberdeen St,"9, 10, 11, 12",400117,"Howard B. Brookins, Jr.",HS,2015-12-02T17:40:19.962Z,row-hiq8-tdq6~pw6h,2015-12-02T17:40:19.962Z,rv-9g9q~xk5d.jim7,NOBLE - HANSBERRY HS,-87.650987,41.734442,POINT (-87.65098672812682 41.73444162336514),11,21,1(773)729-3400,Charter,AUBURN GRESHAM,Charter,60620
931 S Homan Ave,"9, 10, 11, 12",400118,Michael D. Chandler,HS,2015-12-02T17:40:19.962Z,row-kzur-qfy5.wgye,2015-12-02T17:40:19.962Z,rv-t4tw.swnd~eky6,NOBLE - DRW HS,-87.711654,41.869328,POINT (-87.71165422601061 41.869328076839054),5,24,1(773)893-4500,Charter,NORTH LAWNDALE,Charter,60624
4319 W Washington Blvd,"9, 10, 11, 12",400119,Jason C. Ervin,HS,2015-12-02T17:40:19.962Z,row-frh8_d5ak_yha2,2015-12-02T17:40:19.962Z,rv-g28d-cgzc_adi8,LEGAL PREP HS,-87.733778,41.881733,POINT (-87.73377838256577 41.881732758914126),5,28,1(773)922-7800,Charter,WEST GARFIELD PARK,Charter,60612
2050 N Natchez Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",400120,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-5mfw.2gh8-4cij,2015-12-02T17:40:19.962Z,rv-vuwb.ngpv~es9f,UNO - CLEMENTE,-87.78783,41.917952,POINT (-87.78783043765829 41.917951680073145),3,29,1(312)455-5425,Charter,BELMONT CRAGIN,Charter,60707
7416 N Ridge Blvd,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",400121,Joe A. Moore,ES,2015-12-02T17:40:19.962Z,row-6hvf~cpm8~s4ja,2015-12-02T17:40:19.962Z,rv-8cmc-aji3-st9r,UNO - ROGERS PARK,-87.684406,42.016476,POINT (-87.68440568196371 42.01647588206149),2,49,1(312)455-5440,Charter,WEST RIDGE,Charter,60645
4651 W Madison St,"10, 11, 12",400123,Jason C. Ervin,HS,2015-12-02T17:40:19.962Z,row-t2kh_fnar.py6f,2015-12-02T17:40:19.962Z,rv-sw6k_76pk~qqrw,YCCS - SCHOLASTIC ACHIEVEMENT,-87.742539,41.880447,POINT (-87.74253889902673 41.88044718772905),3,28,1(773)921-1315,Options,AUSTIN,Charter,60644
2920 S Wabash Ave,"10, 11, 12",400124,Patricia R. Dowell,HS,2015-12-02T17:40:19.962Z,row-nagb.jr26_cqt2,2015-12-02T17:40:19.962Z,rv-yeai.vkcd-rj8e,YCCS - MCKINLEY,-87.625331,41.841331,POINT (-87.62533077020831 41.84133116768203),9,3,1(312)949-5010,Options,DOUGLAS,Charter,60616
3121 N Pulaski Rd,"10, 11, 12",400125,Ariel E. Reboyras,HS,2015-12-02T17:40:19.962Z,row-wvix.7riw.87zt,2015-12-02T17:40:19.962Z,rv-k4vw-nzau~u9i7,YCCS - ASPIRA PANTOJA,-87.727137,41.938187,POINT (-87.72713735978978 41.93818660360197),4,30,1(773)252-0970,Options,AVONDALE,Charter,60641
1116 N Kedzie Ave,"10, 11",400126,Roberto Maldonado,HS,2015-12-02T17:40:19.962Z,row-9p3y~nxsa_ktt8,2015-12-02T17:40:19.962Z,rv-9mts.cttu.ehk2,YCCS - ASSOCIATION HOUSE,-87.70686,41.901572,POINT (-87.70685988336464 41.90157240740904),5,26,1(773)772-7170,Options,HUMBOLDT PARK,Charter,60651
5352 W Chicago Ave,"10, 11, 12",400127,Emma M. Mitts,HS,2015-12-02T17:40:19.962Z,row-xtjc-yxrp_khsa,2015-12-02T17:40:19.962Z,rv-ub8z.qu33_f987,YCCS - AUSTIN CAREER,-87.760221,41.894976,POINT (-87.76022117540877 41.894976391181686),3,37,1(773)626-6988,Options,AUSTIN,Charter,60651
1231 S Pulaski Rd,"10, 11, 12",400128,Michael D. Chandler,HS,2015-12-02T17:40:19.962Z,row-edxs.5r4v~5igu,2015-12-02T17:40:19.962Z,rv-4abd-b5by_jxms,YCCS - CCA ACADEMY,-87.723662,41.864943,POINT (-87.72366217186307 41.8649433529602),5,24,1(773)762-2272,Options,NORTH LAWNDALE,Charter,60623
6620 S Dr Martin Luther King Jr Dr,"10, 11, 12",400129,Patricia R. Dowell,HS,2015-12-02T17:40:19.962Z,row-wnux.qdae.uccm,2015-12-02T17:40:19.962Z,rv-res9_rfp9_as6f,YCCS - HOUSTON,-87.61574,41.773962,POINT (-87.61356238526021 41.774182699292616),9,3,1(773)723-9631,Options,WOODLAWN,Charter,60637
7836 S Union Ave,"10, 11, 12",400130,Roderick T. Sawyer,HS,2015-12-02T17:40:19.962Z,row-mt3e~rguk_t5vc,2015-12-02T17:40:19.962Z,rv-6hpq.w76w.t9ws,YCCS - YOUTH DEVELOPMENT,-87.641731,41.751377,POINT (-87.64173118687638 41.75137711239825),11,6,1(773)224-2273,Options,AUBURN GRESHAM,Charter,60620
2739 W Division St,"10, 11, 12",400131,Roberto Maldonado,HS,2015-12-02T17:40:19.962Z,row-8eps.4vi8.ehrc,2015-12-02T17:40:19.962Z,rv-2erz~9n6m.a4q9,YCCS - CAMPOS,-87.696006,41.90285,POINT (-87.69600602270414 41.90284969772052),5,26,1(773)342-8022,Options,WEST TOWN,Charter,60622
17 N. State St.,"10, 11, 12",400133,Brendan M. Reilly,HS,2015-12-02T17:40:19.962Z,row-78eu.sqnc.efij,2015-12-02T17:40:19.962Z,rv-b7bb.7vgn_26gt,YCCS - INNOVATIONS,-87.627734,41.883047,POINT (-87.62773414532994 41.883047172107126),6,42,1(312)999-9360,Options,LOOP,Charter,60602
1814 S Union Ave,"10, 11, 12",400134,James A. Balcer,HS,2015-12-02T17:40:19.962Z,row-f4s5_6xtg-547x,2015-12-02T17:40:19.962Z,rv-kbpv_u35q_a4d6,YCCS - ADDAMS,-87.644888,41.857208,POINT (-87.6448879755713 41.85720785692408),7,11,1(312)563-1748,Options,LOWER WEST SIDE,Charter,60616
2001 S California Ave,"10, 11, 12",400135,George A. Cardenas,HS,2015-12-02T17:40:19.962Z,row-5i6z_q5dg-r56t,2015-12-02T17:40:19.962Z,rv-jbbf~2bx4.3i8u,YCCS - LATINO YOUTH,-87.69543,41.854665,POINT (-87.69543001372027 41.854664656154405),7,12,1(773)648-2130,Options,SOUTH LAWNDALE,Charter,60608
10001 S Woodlawn Ave,"10, 11",400136,Michelle A. Harris,HS,2015-12-02T17:40:19.962Z,row-f6hc_4wr3~jxtr,2015-12-02T17:40:19.962Z,rv-cz84.f4du.ka6s,YCCS - OLIVE HARVEY,-87.592333,41.712922,POINT (-87.5923332020458 41.71292210077311),12,8,1(773)291-6517,Options,PULLMAN,Charter,60628
1060 E 47th St,"9, 10, 11, 12",400137,"William ""Will"" D. Burns",HS,2015-12-02T17:40:19.962Z,row-ad4s_fcia-2bhj,2015-12-02T17:40:19.962Z,rv-jyae_3su6~3x6v,LITTLE BLACK PEARL HS,-87.59934,41.809695,POINT (-87.59933994051097 41.809695496557886),9,4,1(773)690-5500,Options,KENWOOD,Contract,60653
8164 S South Chicago Ave,"10, 11",400139,Michelle A. Harris,HS,2015-12-02T17:40:19.962Z,row-9ze2~kgz4.gapi,2015-12-02T17:40:19.962Z,rv-gm3m~rabs~nc5q,YCCS - SULLIVAN,-87.578492,41.746287,POINT (-87.57849166985653 41.746286570315625),12,8,1(773)978-8680,Options,AVALON PARK,Charter,60617
1145 W Wilson Ave,"10, 11, 12",400141,James Cappleman,HS,2015-12-02T17:40:19.962Z,row-53j5.79se~3fj4,2015-12-02T17:40:19.962Z,rv-2ztn_77jv.c3js,YCCS - TRUMAN,-87.659239,41.965295,POINT (-87.65923928993215 41.96529481724919),2,46,1(773)907-4840,Options,UPTOWN,Charter,60640
1900 W Van Buren St,"10, 11, 12",400142,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-dupc-tyvx_f3sp,2015-12-02T17:40:19.962Z,rv-qxk9.2sz9~akd2,YCCS - VIRTUAL,-87.674138,41.876317,POINT (-87.67413840128202 41.87631672800982),6,27,1(312)429-0027,Options,NEAR WEST SIDE,Charter,60612
500 N Sacramento Blvd,"10, 11",400143,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-thug-2xw2.fida,2015-12-02T17:40:19.962Z,rv-qrxd_tymm_dr3z,YCCS - WEST TOWN,-87.702053,41.890803,POINT (-87.70205280069064 41.89080312196514),5,27,1(312)563-9044,Options,HUMBOLDT PARK,Charter,60612
4909 W Division St,"10, 11, 12",400144,Emma M. Mitts,HS,2015-12-02T17:40:19.962Z,row-4kx5-ykn9-9jps,2015-12-02T17:40:19.962Z,rv-fkw5~6hyg-fa2v,YCCS - WESTSIDE HOLISTIC,-87.74881,41.90224,POINT (-87.74881028931185 41.90224003265154),3,37,1(773)261-0994,Options,AUSTIN,Charter,60651
3424 S State St,"10, 11, 12",400145,Patricia R. Dowell,HS,2015-12-02T17:40:19.962Z,row-cikx-5icm.t3mm,2015-12-02T17:40:19.962Z,rv-gsge.6nrp-udsq,YCCS - YOUTH CONNECTION,-87.626781,41.832072,POINT (-87.62678146946226 41.8320720589631),9,3,1(312)225-4668,Options,DOUGLAS,Charter,60616
4818 W Ohio St,"5, 6, 7, 8",400146,Emma M. Mitts,ES,2015-12-02T17:40:19.962Z,row-v6t3-tues~t3ux,2015-12-02T17:40:19.962Z,rv-sede~6ndv_m4ph,KIPP CHICAGO - CREATE,-87.746614,41.891816,POINT (-87.7466138390458 41.89181614289089),3,37,1(773)938-8553,Charter,AUSTIN,Charter,60644
1257 W 111th St,"9, 10, 11, 12",400147,Carrie M. Austin,HS,2015-12-02T17:40:19.962Z,row-hitb-jv9c_5stf,2015-12-02T17:40:19.962Z,rv-gcap.q88w~cbbg,CAMELOT - CHICAGO EXCEL HS,-87.654248,41.691953,POINT (-87.65372653769836 41.69196931427941),13,34,1(773)629-8379,Options,MORGAN PARK,Contract,60643
2570 S Blue Island Ave,"9, 10, 11, 12",400148,Daniel S. Solis,HS,2015-12-02T17:40:19.962Z,row-98wg~d3pa_zyh4,2015-12-02T17:40:19.962Z,rv-juvh~ij4v.7zeb,INSTITUTO - LOZANO HS,-87.684065,41.845446,POINT (-87.6840649380762 41.84544601613786),7,25,1(773)696-3610,Options,LOWER WEST SIDE,Charter,60608
5025 S Saint Louis Ave,"8, 9, 10, 11",400149,Edward M. Burke,HS,2015-12-02T17:40:19.962Z,row-d5fm-gitj~h949,2015-12-02T17:40:19.962Z,rv-ttsr~fvkp.q7ru,UNO - SOCCER HS,-87.711025,41.801762,POINT (-87.71102498431179 41.80176224634238),8,14,1(312)455-5446,Charter,GAGE PARK,Charter,60632
9035 S Langley Ave,"10, 11, 12",400150,Michelle A. Harris,HS,2015-12-02T17:40:19.962Z,row-xvy9.kabt-heyf,2015-12-02T17:40:19.962Z,rv-a7v2~kba7_creu,YCCS - CHATHAM,-87.60698,41.730131,POINT (-87.6069799088947 41.73013138526248),12,8,1(773)651-1500,Options,CHATHAM,Charter,60619
3021 W Carroll Ave,"K, 1, 2, 3, 4, 5",400151,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-utq4~dbqt~3xh3,2015-12-02T17:40:19.962Z,rv-tpi7_8yrq.q695,LEARN - 7,-87.701397,41.88741,POINT (-87.70139734988759 41.88741028509954),5,27,1(773)584-4350,Charter,EAST GARFIELD PARK,Charter,60612Â 
4420 S Fairfield Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",400153,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-z3h8~g9t5_zisr,2015-12-02T17:40:19.962Z,rv-5xqg~ssgf_t2ms,UNO - BRIGHTON PARK,-87.693238,41.813109,POINT (-87.69323838452338 41.81310944556738),8,15,1(312)455-5434,Charter,BRIGHTON PARK,Charter,60632
821 E 103rd St,"9, 10, 11",400156,Anthony A. Beale,HS,2015-12-02T17:40:19.962Z,row-xfiy_fcjv-3vm3,2015-12-02T17:40:19.962Z,rv-qtys_k379.mfib,NOBLE - BUTLER HS,-87.602573,41.706667,POINT (-87.60257331742993 41.706666858674446),13,9,1(312)835-1863,Charter,PULLMAN,Charter,60628
2710 E 89th St,"9, 10, 11",400157,Natashia Holmes,HS,2015-12-02T17:40:19.962Z,row-pmqa-jf7g-tgw4,2015-12-02T17:40:19.962Z,rv-sgsu.w2gk~49d5,NOBLE - BAKER HS,-87.556201,41.734622,POINT (-87.5562014412568 41.734622371706195),12,7,1(773)535-6340,Charter,SOUTH CHICAGO,Charter,60617
5235 W Belden Ave,"K, 1, 2, 3",400159,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-5gis~8iu5_5ufe,2015-12-02T17:40:19.962Z,rv-mbai_ndss~4uqe,CHRISTOPHER HOUSE,-87.757522,41.922181,POINT (-87.7575215282549 41.92218115679206),3,36,1(773)472-1083,Charter,BELMONT CRAGIN,Charter,60639
11816 S Indiana Ave,"4, 5, 6, 7",400161,Anthony A. Beale,HS,2015-12-02T17:40:19.962Z,row-hwq3-6rhs-etbv,2015-12-02T17:40:19.962Z,rv-vw49_9wup_4gug,CHICAGO COLLEGIATE,-87.617968,41.679318,POINT (-87.61796787116381 41.67931844283862),13,9,1(773)536-9098,Charter,WEST PULLMAN,Charter,60628
4540 W Belmont Ave,"7, 8, 9, 10, 11",400162,Ariel E. Reboyras,HS,2015-12-02T17:40:19.962Z,row-bdmn~5ye9_ki45,2015-12-02T17:40:19.962Z,rv-c49r.xwbc.st3x,INTRINSIC HS,-87.741129,41.938988,POINT (-87.74112862649278 41.93898842888394),1,30,1(708)887-2735,Charter,IRVING PARK,Charter,60641
5515 S Lowe Ave,"5, 6, 7",400163,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-v7e4-akdg~34g2,2015-12-02T17:40:19.962Z,rv-6e9f.az8e-fs8c,KIPP CHICAGO - BLOOM,-87.639967,41.793556,POINT (-87.63996733123219 41.793556267951516),11,20,1(773)938-8565,Charter,ENGLEWOOD,Charter,60621
2520 S Western Ave,"9, 10, 11, 12",400164,Daniel S. Solis,HS,2015-12-02T17:40:19.962Z,row-nrx3~n6cf~avj5,2015-12-02T17:40:19.962Z,rv-37ur~7ynp_gcsa,INSTITUTO - LOZANO MASTERY HS,-87.685903,41.845957,POINT (-87.6859026110193 41.84595667425204),7,25,1(773)696-3610 x4645,Options,LOWER WEST SIDE,Charter,60608
3021 W Carroll Ave,"6, 7, 8",400165,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-6nbg.csb3-vfrk,2015-12-02T17:40:19.962Z,rv-cvs5-iust.cf4t,LEARN - MIDDLE,-87.702704,41.887413,POINT (-87.70270389866857 41.8874127033578),5,27,1(773)584-4300,Charter,EAST GARFIELD PARK,Charter,60612Â 
5401 S. Western,"K, 1, 2, 3, 4, 5, 6, 7, 8",400167,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-u4z4.twhv_dbdr,2015-12-02T17:40:19.962Z,rv-yu7r~sjjp.7qv4,HORIZON - SOUTHWEST,-87.683963,41.795201,POINT (-87.68396339286605 41.79520095346442),8,15,1(773)498-3355,Charter,GAGE PARK,Charter,60609
2456 N. Mango Ave.,"9, 10",400169,Ariel E. Reboyras,HS,2015-12-02T17:40:19.962Z,row-ppae_3b6z.ds77,2015-12-02T17:40:19.962Z,rv-ayys.j98n-8cdg,NOBLE - ITW SPEER HS,-87.769808,41.92563,POINT (-87.7698077737688 41.925630271820076),3,30,1(773)278-6895,Charter,BELMONT CRAGIN,Charter,60639
1443 N Ogden Ave,"9, 10",400170,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-7dbv_ft2e_e62w,2015-12-02T17:40:19.962Z,rv-8kud~ny4a~rxiz,NOBLE - ACADEMY HS,-87.645577,41.906879,POINT (-87.64557693645024 41.906878795581775),4,27,1(773)862-1449,Charter,NEAR NORTH SIDE,Charter,60610
1233 W. 109th Street,"6, 7, 8",400171,Carrie M. Austin,HS,2015-12-02T17:40:19.962Z,row-czvj-xrz9_4dhi,2015-12-02T17:40:19.962Z,rv-6jxa~u7vm_zchz,FOUNDATIONS,-87.653535,41.694671,POINT (-87.65353524849182 41.694670739269824),13,34,1(773)298-5800,Charter,MORGAN PARK,Charter,60643
3124 W. 47th Street,"9, 10, 11, 12",400173,Edward M. Burke,HS,2015-12-02T17:40:19.962Z,row-azgx_ubqt_36js,2015-12-02T17:40:19.962Z,rv-3d4v-ypjs_am43,PATHWAYS - BRIGHTON PARK HS,-87.702645,41.808226,POINT (-87.70264475188074 41.80822578588327),8,14,1(773)588-5007,Options,BRIGHTON PARK,ALOP,60632
7530 S South Shore Dr,"9, 10, 11, 12",400175,Natashia Holmes,HS,2015-12-02T17:40:19.962Z,row-dqtt_26rq_6rvu,2015-12-02T17:40:19.962Z,rv-gjch~z99y~msen,CAMELOT - EXCEL WOODLAWN HS,-87.556487,41.759749,POINT (-87.55648708380524 41.75974863966093),9,7,1(773)902-7800,Options,WOODLAWN,Contract,60649
7014 S Washtenaw Ave,"9, 10, 11, 12",400176,Latasha R. Thomas,HS,2015-12-02T17:40:19.962Z,row-b65b.7mzc~6gzx,2015-12-02T17:40:19.962Z,rv-nasn~khv8-dzes,CAMELOT - EXCEL SOUTHWEST HS,-87.69073,41.765929,POINT (-87.69073009144024 41.76592892107531),11,17,1(773)424-0721,Options,AUBURN GRESHAM,Contract,60629
1440 S. Christiana,"K, 1, 2, 3, 4, 5",400177,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-aidn~rfw6.vunb,2015-12-02T17:40:19.962Z,rv-u9tg-7nie.599p,KIPP CHICAGO - ASCEND PRIMARY,-87.709287,41.861174,POINT (-87.7092868302553 41.86117418904422),5,24,1(773)522-1261,Charter,NORTH LAWNDALE,Charter,60623
2100 E 87th St,"9, 10, 11, 12",609674,Michelle A. Harris,HS,2015-12-02T17:40:19.962Z,row-cr7u-ib2y.bdud,2015-12-02T17:40:19.962Z,rv-7y2v.mppq~jxki,CHICAGO VOCATIONAL HS,-87.573268,41.737174,POINT (-87.57326751563566 41.73717393432699),12,8,1(773)535-6100,OS4,AVALON PARK,District,60617
3000 S King Dr,"9, 10, 11, 12",609676,"William ""Will"" D. Burns",HS,2015-12-02T17:40:19.962Z,row-9tca-55gk_iqf3,2015-12-02T17:40:19.962Z,rv-c2rm-h9xn_4gjd,DUNBAR HS,-87.617637,41.840226,POINT (-87.61763743509766 41.84022557213286),9,4,1(773)534-9000,Network 9,DOUGLAS,District,60616
700 S State St,"9, 10, 11, 12",609678,"William ""Will"" D. Burns",HS,2015-12-02T17:40:19.962Z,row-vczk.98g4_cnfg,2015-12-02T17:40:19.962Z,rv-puaq-xms4.ck3d,JONES HS,-87.627675,41.873066,POINT (-87.62767532245121 41.873065923599285),6,4,1(773)534-8600,ISP,LOOP,District,60605
2148 N Long Ave,"9, 10, 11, 12",609679,Nicholas Sposato,HS,2015-12-02T17:40:19.962Z,row-9gnb_5qyb_masz,2015-12-02T17:40:19.962Z,rv-97aj_hcfp~csf6,PROSSER HS,-87.761048,41.920059,POINT (-87.76104831549574 41.9200594000567),3,36,1(773)534-3200,Network 3,BELMONT CRAGIN,District,60639
1034 N Wells St,"9, 10, 11, 12",609680,"Walter Burnett, Jr.",HS,2015-12-02T17:40:19.962Z,row-d9kn-t6fx-ctnr,2015-12-02T17:40:19.962Z,rv-4np7_p5k5_fyrj,PAYTON HS,-87.635385,41.901575,POINT (-87.63538476564176 41.9015751700547),6,27,1(773)534-0034,ISP,NEAR NORTH SIDE,District,60610
5009 S Laflin St,"9, 10, 11, 12",609682,Willie B. Cochran,HS,2015-12-02T17:40:19.962Z,row-jujr_mymr.6x6r,2015-12-02T17:40:19.962Z,rv-k97f~9gsx~mz2y,RICHARDS HS,-87.662278,41.802881,POINT (-87.6622778452799 41.80288137568821),8,20,1(773)535-4945,Network 8,NEW CITY,District,60609
